Resume,Interests,Skills,Masters,UG_Specialization,Career_Path
"Entrepreneurship Active Listening, Analytic Thinking, Business Knowledge, People Management, Communication Skills, Leadership, Product Knowledge, Creativity Skills, Market Study, Team work, Logical Skills, Presentation Skills, Writing, Observation Skills Commerce Student (Unemployed) No Masters in Business Administration",Entrepreneurship,"Active Listening, Analytic Thinking, Business Knowledge, People Management, Communication Skills, Leadership, Product Knowledge, Creativity Skills, Market Study, Team work, Logical Skills, Presentation Skills, Writing, Observation Skills",Masters in Business Administration,Commerce,Product Manager
"Data analytics;Data scientist;All fields related to Data science. Analytical Skills;People management;Communication skills;Mass Communication;Leadership;Editing;Problem Solving skills;Data Visualization skills( Power Bi/ Tableau );Python;HR;Good communication skills;Teaching Computer Science Engineering  HTML, Cyber security and Python.",Data analytics;Data scientist;All fields related to Data science.,Analytical Skills;People management;Communication skills;Mass Communication;Leadership;Editing;Problem Solving skills;Data Visualization skills( Power Bi/ Tableau );Python;HR;Good communication skills;Teaching,,Computer Science Engineering,Data Scientist
"Web development,Information Technology,Blockchain,Digital marketing,Game industry DevOps;Kubernetes;Docker;Jenkins;Linux;Bash Script;Grafana;Elastic Stack (ELK);Amazon Web Services (AWS);Git;Linux System Administration;Ansible;Elasticsearch;OpenStack;Apache Kafka;Redis;docker;Bash;prometheus;Nginx Electrical and Electronics Engineering DevOps Engineer  DevOps","Web development,Information Technology,Blockchain,Digital marketing,Game industry",DevOps;Kubernetes;Docker;Jenkins;Linux;Bash Script;Grafana;Elastic Stack (ELK);Amazon Web Services (AWS);Git;Linux System Administration;Ansible;Elasticsearch;OpenStack;Apache Kafka;Redis;docker;Bash;prometheus;Nginx,,Electrical and Electronics Engineering,Cloud/DevOps Engineer
"Data Analytics C,C++,Java,JavaScript,Python Electrical and Electronics Engineering Software developer C,C++,Java,JavaScript,Python",Data Analytics,"C,C++,Java,JavaScript,Python",,Electrical and Electronics Engineering,Data Scientist
"Technology Active Listening, Analytic Thinking, Gathering Informing, Artistic skills, Business Knowledge, SQL, Communication Skills, News Gathering, Editing, Creativity Skills, Team work, Excel, Presentation Skills, C++, Writing, Reading, Designing Skills Physics Data entry operator  PGDCA, TALLY, EXCEL",Technology,"Active Listening, Analytic Thinking, Gathering Informing, Artistic skills, Business Knowledge, SQL, Communication Skills, News Gathering, Editing, Creativity Skills, Team work, Excel, Presentation Skills, C++, Writing, Reading, Designing Skills",,Physics,Business Analyst
Technology Machine Learning skills;Python;Artificial Intelligence;SQL Computer Science   No,Technology,Machine Learning skills;Python;Artificial Intelligence;SQL,,Computer Science ,Machine Learning Engineer
Understand human behaviour;Retailer;Service;Social causes Recruiting Business Administration HR executive Certified Professional- Recruiter,Understand human behaviour;Retailer;Service;Social causes,Recruiting,,Business Administration,HR Executive
Understand human body;Content Writing;Digital marketing;Product Life cycle Management Critical Thinking;Gathering Information;Leadership;Editing;Product knowledge;Problem Solving skills;Writing skills;Machine Learning skills;Interpersonal skills;Medical knowledge Science Senior Editor Instructional Designing Senior Editor,Understand human body;Content Writing;Digital marketing;Product Life cycle Management,Critical Thinking;Gathering Information;Leadership;Editing;Product knowledge;Problem Solving skills;Writing skills;Machine Learning skills;Interpersonal skills;Medical knowledge,Senior Editor,Science,Content Writer
Financial Analysis;Research;Sales/Marketing;Technology;Supply Chain Analysis;Data analytics;Digital marketing;Market reserach;Social media marketing;Machine Learning;Sports Industry;Blockchain;Salesforce Admin;Construction;Construction Manegement Active Listening;Critical Thinking;Gathering Information;Artistic/Creative Skills;Business Knowledge;People management;Communication skills;Negotiation skills;Mass Communication;Leadership;Product knowledge;Problem Solving skills;Risk management skills;Designing skills;Writing skills;Data Visualization skills( Power Bi/ Tableau );Sales;Social Media Marketing;Interpersonal skills;Wealth Management;Presentation Skills;R;Python;SQL;Content creation;Good communication skills Electronics  BUSINESS DEVELOPMENT MANAGER No MASTERS IN SALES & MARKETING,Financial Analysis;Research;Sales/Marketing;Technology;Supply Chain Analysis;Data analytics;Digital marketing;Market reserach;Social media marketing;Machine Learning;Sports Industry;Blockchain;Salesforce Admin;Construction;Construction Manegement,Active Listening;Critical Thinking;Gathering Information;Artistic/Creative Skills;Business Knowledge;People management;Communication skills;Negotiation skills;Mass Communication;Leadership;Product knowledge;Problem Solving skills;Risk management skills;Designing skills;Writing skills;Data Visualization skills( Power Bi/ Tableau );Sales;Social Media Marketing;Interpersonal skills;Wealth Management;Presentation Skills;R;Python;SQL;Content creation;Good communication skills,MASTERS IN SALES & MARKETING,Electronics ,Sales & Marketing Executive
"Financial Analysis, Sales/Marketing, Technology, Trading, Entrepreneurship Active Listening, Critical Thinking, Analytic Thinking, Gathering Informing, Business Knowledge, Leadership, Market Study, Team work, Interpersonal Skills, Wealth Management, Risk Managing Automobile Engineering Student (Unemployed) No","Financial Analysis, Sales/Marketing, Technology, Trading, Entrepreneurship","Active Listening, Critical Thinking, Analytic Thinking, Gathering Informing, Business Knowledge, Leadership, Market Study, Team work, Interpersonal Skills, Wealth Management, Risk Managing",,Automobile Engineering,Sales & Marketing Executive
"News Coverage, Research, Social Justice, Technology, Entrepreneurship, Understand Human Behaviour, Understand Human Body Artistic skills, Business Knowledge, People Management, Editing, Product Knowledge, Creativity Skills, Team work, Designing Skills Automobile Engineering Project Associate No Masters in Business Administration","News Coverage, Research, Social Justice, Technology, Entrepreneurship, Understand Human Behaviour, Understand Human Body","Artistic skills, Business Knowledge, People Management, Editing, Product Knowledge, Creativity Skills, Team work, Designing Skills",Masters in Business Administration,Automobile Engineering,Product Manager
Technology Critical Thinking;People management;Leadership;Product knowledge;Problem Solving skills;SAP Mechanical Machines  Technical Associate  Indians Skills industrial machinery  Diploma in machanical engineering,Technology,Critical Thinking;People management;Leadership;Product knowledge;Problem Solving skills;SAP,Diploma in machanical engineering ,Mechanical Machines ,Product Manager
Govt. Job Hardware skills;Writing skills;Good communication skills Mechanical Engineering  No,Govt. Job,Hardware skills;Writing skills;Good communication skills,,Mechanical Engineering,Content Writer
Sales/Marketing Sales Bio technology Business  No Masters in biotechnology,Sales/Marketing,Sales,Masters in biotechnology ,Bio technology,Sales & Marketing Executive
Further Studies NO Mechanical Engineering  No M.Tech ( Master of Technology ),Further Studies,NO,M.Tech ( Master of Technology ),Mechanical Engineering,Mechanical Engineer
"Technology AI, ML, Python Computer Science Engineering Data Scientist Data scientist Masters in Data Science",Technology,"AI, ML, Python",Masters in Data Science,Computer Science Engineering,Data Scientist
Financial Analysis Accounting Skills Accountancy Tech support  No Masters in Business Administration,Financial Analysis,Accounting Skills,Masters in Business Administration,Accountancy,Finance Analyst
"Research, Teaching, Technology, Entrepreneurship Gathering Informing, Communication Skills, Editing, Presentation Skills, Observation Skills, Reading, Subject Knowledge Sales & Marketing HR No Masters in Commerce","Research, Teaching, Technology, Entrepreneurship","Gathering Informing, Communication Skills, Editing, Presentation Skills, Observation Skills, Reading, Subject Knowledge",Masters in Commerce,Sales & Marketing,Sales & Marketing Executive
Technology;Web Designing;Content Writing;Data analytics;Data scientist Business Knowledge;Leadership;Editing;Risk management skills;Writing skills;Data Visualization skills( Power Bi/ Tableau );Machine Learning skills;C++;Python;Java Computer Science Engineering  Data science,Technology;Web Designing;Content Writing;Data analytics;Data scientist,Business Knowledge;Leadership;Editing;Risk management skills;Writing skills;Data Visualization skills( Power Bi/ Tableau );Machine Learning skills;C++;Python;Java,,Computer Science Engineering,Data Scientist
Financial Analysis Accounting Skills;People management Accounts  No,Financial Analysis,Accounting Skills;People management,,Accounts,Finance Analyst
Financial Analysis;Sales/Marketing;Technology;Trading;Game industry Accounting Skills;Business Knowledge;Finance related skills;Risk management skills;Wealth Management Accountancy  No,Financial Analysis;Sales/Marketing;Technology;Trading;Game industry,Accounting Skills;Business Knowledge;Finance related skills;Risk management skills;Wealth Management,,Accountancy,Sales & Marketing Executive
Data Analytics Python CEE Software developer Python,Data Analytics,Python,,CEE,Data Scientist
Social Justice;Understand human behaviour;Gardening;Social causes;All fields related to Data science.;Information Technology Active Listening;Gathering Information;Business Knowledge;Good communication skills Computers Researcher ADCA,Social Justice;Understand human behaviour;Gardening;Social causes;All fields related to Data science.;Information Technology,Active Listening;Gathering Information;Business Knowledge;Good communication skills,,Computers,Data Scientist
Teaching;Govt. Job;Game industry Analytical Skills;Communication skills Mathematics  CCC,Teaching;Govt. Job;Game industry,Analytical Skills;Communication skills,,Mathematics,Academic / Teacher
Data Analytics NO Computer Science Engineering Software Developer No,Data Analytics,NO,,Computer Science Engineering,Data Scientist
Data analytics People management;Leadership Mechanical Engineering  Data science,Data analytics,People management;Leadership,,Mechanical Engineering,Data Scientist
Research;Sales/Marketing;Understand human behaviour;Content Writing Active Listening;Critical Thinking;Gathering Information;Artistic/Creative Skills;People management;Communication skills;Negotiation skills;Mass Communication;Editing;Problem Solving skills;Writing skills;Social Media Marketing;Presentation Skills;Content creation Advertising Content writer and creative strategist No,Research;Sales/Marketing;Understand human behaviour;Content Writing,Active Listening;Critical Thinking;Gathering Information;Artistic/Creative Skills;People management;Communication skills;Negotiation skills;Mass Communication;Editing;Problem Solving skills;Writing skills;Social Media Marketing;Presentation Skills;Content creation,,Advertising,Content Writer
"Software Job JS, PHP,CSS,HTML, Android Computer Science Engineering IT Engineer JS, PHP,CSS,HTML, Android",Software Job,"JS, PHP,CSS,HTML, Android",,Computer Science Engineering,Web Developer
Teaching;Understand human behaviour;Web Designing Python;SQL;Java;Cloud Computing Elections and telecommunication engineering Software testing Software testing,Teaching;Understand human behaviour;Web Designing,Python;SQL;Java;Cloud Computing,,Elections and telecommunication engineering,Software Developer
Web development Programming Language skills;SQL;Java;Cloud Computing Computer Applications Programmer analyst No,Web development,Programming Language skills;SQL;Java;Cloud Computing,,Computer Applications,Web Developer
"Financial Analysis, News Coverage, Research, Sales/Marketing, Trading, Entrepreneurship Accounting Skills, Active Listening, Critical Thinking, Analytic Thinking, Gathering Informing, Business Knowledge, People Management, Communication Skills, Negotiation Skills, Leadership, Product Knowledge, Cost Accounting, Excel Accountancy Student (Unemployed) Tally Masters in Accounting","Financial Analysis, News Coverage, Research, Sales/Marketing, Trading, Entrepreneurship","Accounting Skills, Active Listening, Critical Thinking, Analytic Thinking, Gathering Informing, Business Knowledge, People Management, Communication Skills, Negotiation Skills, Leadership, Product Knowledge, Cost Accounting, Excel",Masters in Accounting,Accountancy,Finance Analyst
"Software Job Full stack, SQL Computer Science Engineering QA Analyst Full stack, SQL",Software Job,"Full stack, SQL",,Computer Science Engineering,Web Developer
Financial Analysis;Research;Social Justice;Teaching;Trading;Content Writing Business Knowledge;Analytical Skills;Data Visualization skills( Power Bi/ Tableau );C++;Linux;Python;Java Software Development Entry Level Software Engineer C++ Master's In computer Application (MCA),Financial Analysis;Research;Social Justice;Teaching;Trading;Content Writing,Business Knowledge;Analytical Skills;Data Visualization skills( Power Bi/ Tableau );C++;Linux;Python;Java,Master's In computer Application (MCA),Software Development,Software Developer
News Coverage;Research;Digital marketing;Home interior design;Data scientist;Web development;Market reserach;Social media marketing Programming Language skills;C++ Mechanical Engineering   No,News Coverage;Research;Digital marketing;Home interior design;Data scientist;Web development;Market reserach;Social media marketing,Programming Language skills;C++,,Mechanical Engineering ,Sales & Marketing Executive
"Technology Python, Java, SQL Computer Science Engineering PAT No Masters in Computer Science",Technology,"Python, Java, SQL",Masters in Computer Science,Computer Science Engineering,Data Scientist
Technology;Govt. Job;Data scientist Problem Solving skills;C++;SQL;Java Computer Science Engineering  Data scientist,Technology;Govt. Job;Data scientist,Problem Solving skills;C++;SQL;Java,,Computer Science Engineering,Data Scientist
Teaching Derivatives Computer Applications Computer Software Engineer No Masters in Science,Teaching,Derivatives,Masters in Science,Computer Applications,Software Developer
Supply Chain Analysis;SAP Consultant in MM People management;SAP Mechanical Engineering SAP consultant SAP MM global certification,Supply Chain Analysis;SAP Consultant in MM,People management;SAP,,Mechanical Engineering,Mechanical Engineer
Data Analytics NO Computer Science Engineering FSC No,Data Analytics,NO,,Computer Science Engineering,Data Scientist
Social Justice;Technology;Govt. Job;Construction;Construction Manegement;Urban Planning  Critical Thinking;People management;Communication skills;Mass Communication;Leadership;Problem Solving skills;Risk management skills;Interpersonal skills;Hospitality;Good communication skills Civil Engineering   No M. Tech (Town & Country Planning),Social Justice;Technology;Govt. Job;Construction;Construction Manegement;Urban Planning ,Critical Thinking;People management;Communication skills;Mass Communication;Leadership;Problem Solving skills;Risk management skills;Interpersonal skills;Hospitality;Good communication skills,M. Tech (Town & Country Planning),Civil Engineering ,Civil Engineer
Sales/Marketing;Understand human behaviour;Social causes;Customer care Active Listening;Communication skills;Product knowledge;Problem Solving skills;Hospitality Sociology Customer care Diploma in computer application Masters in sociology,Sales/Marketing;Understand human behaviour;Social causes;Customer care,Active Listening;Communication skills;Product knowledge;Problem Solving skills;Hospitality,Masters in sociology,Sociology,Sales & Marketing Executive
"Sales/Marketing;Data analytics;Digital marketing;Data scientist;Market reserach;Social media marketing;All fields related to Data science.;Machine Learning;Sports Industry;Excel Active Listening;Critical Thinking;Business Knowledge;Analytical Skills;Data Visualization skills( Power Bi/ Tableau );Social Media Marketing;Interpersonal skills;C++;R;Python;SQL Marketing  C,C++,Java,Digital Marketing,Adv.Excel Master of Business Administration (MBA)",Sales/Marketing;Data analytics;Digital marketing;Data scientist;Market reserach;Social media marketing;All fields related to Data science.;Machine Learning;Sports Industry;Excel,Active Listening;Critical Thinking;Business Knowledge;Analytical Skills;Data Visualization skills( Power Bi/ Tableau );Social Media Marketing;Interpersonal skills;C++;R;Python;SQL,Master of Business Administration (MBA),Marketing,Sales & Marketing Executive
Software Job NO Computer Science Engineering Developer No,Software Job,NO,,Computer Science Engineering,Software Developer
"Technology SQL, Communication Skills Computer Science Engineering Computer Software Engineer LinkedIN Certification Masters in Data Analytics",Technology,"SQL, Communication Skills",Masters in Data Analytics,Computer Science Engineering,Data Scientist
Sales/Marketing;Technology;Understand human behaviour;Supply Chain Analysis;Data analytics;Govt. Job;Digital marketing;Data scientist;Social media marketing;All fields related to Data science.;Industires;Design;Product Life cycle Management Active Listening;Gathering Information;Artistic/Creative Skills;Communication skills;Problem Solving skills;Presentation Skills;Python;Hospitality Electronics and Telecommunication  PLC programming,Sales/Marketing;Technology;Understand human behaviour;Supply Chain Analysis;Data analytics;Govt. Job;Digital marketing;Data scientist;Social media marketing;All fields related to Data science.;Industires;Design;Product Life cycle Management,Active Listening;Gathering Information;Artistic/Creative Skills;Communication skills;Problem Solving skills;Presentation Skills;Python;Hospitality,,Electronics and Telecommunication,Data Scientist
"Financial Analysis 
Project Finance;Financial Modeling;Business Strategy Financial Analyst Financial Analyst Financial Modelling and Valuation; CFA Program;Microeconomic Diagnostics Finance",Financial Analysis,"
Project Finance;Financial Modeling;Business Strategy",Finance,Financial Analyst,Finance Analyst
"Research, Social Justice, Understand Human Behaviour, Understand Human Body Accounting Skills, Active Listening, Artistic skills, People Management, Civil & Criminal Law, Communication Skills, Negotiation Skills, Work under Pressure, Leadership, Creativity Skills, Logical Skills, Interpersonal Skills, Problem Solving skills, Observation Skills, Risk Managing, Designing Skills Psychology Psychologist No Masters in Psychology","Research, Social Justice, Understand Human Behaviour, Understand Human Body","Accounting Skills, Active Listening, Artistic skills, People Management, Civil & Criminal Law, Communication Skills, Negotiation Skills, Work under Pressure, Leadership, Creativity Skills, Logical Skills, Interpersonal Skills, Problem Solving skills, Observation Skills, Risk Managing, Designing Skills",Masters in Psychology,Psychology,Clinical Psychologist
"Financial Analysis, News Coverage, Research, Sales/Marketing, Social Justice, Take risk for Profits, Teaching, Technology, Trading, Entrepreneurship, Understand Human Behaviour, Understand Human Body Accounting Skills, Active Listening, ML, Critical Thinking, Artistic skills, Java, Communication Skills, News Gathering, Product Knowledge Computer Science Engineering Student (Unemployed) No Masters in Business Administration","Financial Analysis, News Coverage, Research, Sales/Marketing, Social Justice, Take risk for Profits, Teaching, Technology, Trading, Entrepreneurship, Understand Human Behaviour, Understand Human Body","Accounting Skills, Active Listening, ML, Critical Thinking, Artistic skills, Java, Communication Skills, News Gathering, Product Knowledge",Masters in Business Administration,Computer Science Engineering,Sales & Marketing Executive
News Coverage;Web Designing;Data analytics;Govt. Job;Game industry;Digital marketing;Data scientist;Web development;Social media marketing;Information Technology Accounting Skills;Hardware skills;Programming Language skills;Gathering Information;People management;Risk management skills;Writing skills;C++;Python;SQL;Java;Hospitality Office management  BCA Masters in c++,News Coverage;Web Designing;Data analytics;Govt. Job;Game industry;Digital marketing;Data scientist;Web development;Social media marketing;Information Technology,Accounting Skills;Hardware skills;Programming Language skills;Gathering Information;People management;Risk management skills;Writing skills;C++;Python;SQL;Java;Hospitality,Masters in c++,Office management,Data Scientist
Technology;Data scientist;Web development;All fields related to Data science.;Information Technology Programming Language skills;Python;SQL Entc  Python,Technology;Data scientist;Web development;All fields related to Data science.;Information Technology,Programming Language skills;Python;SQL,,Entc,Data Scientist
"Financial Analysis, Technology Gathering Informing, Business Knowledge, SQL, Leadership, Writing, Designing Skills Computer Science Engineering Business Analyst Java Masters in Business Analytics","Financial Analysis, Technology","Gathering Informing, Business Knowledge, SQL, Leadership, Writing, Designing Skills",Masters in Business Analytics,Computer Science Engineering,Business Analyst
Teaching People management Tamil Lecturer No Master in Tamil,Teaching,People management,Master in Tamil,Tamil,Academic / Teacher
Govt. Job Sales Programs  No,Govt. Job,Sales,,Programs,Civil Services (IAS/IPS/IFS)
Teaching Teaching  Physics Teacher No Masters in Science,Teaching,Teaching ,Masters in Science,Physics,Academic / Teacher
Teaching;Data analytics;Data scientist Programming Language skills;Leadership;Problem Solving skills;SQL;PHP computer science  No masters in computer science,Teaching;Data analytics;Data scientist,Programming Language skills;Leadership;Problem Solving skills;SQL;PHP,masters in computer science,computer science,Data Scientist
"News Coverage;Social Justice;Teaching;Trading;Understand human body;Content Writing Hardware skills;Critical Thinking;Artistic/Creative Skills;Analytical Skills;People management;Civil & Criminal Law;Communication skills;Sales;Social Media Marketing;Linux;Proeficiency in Software like STAAD PRO, ETABS;MATLAB Electronics and Communication Engineering  Software Testing Master in Techonology",News Coverage;Social Justice;Teaching;Trading;Understand human body;Content Writing,"Hardware skills;Critical Thinking;Artistic/Creative Skills;Analytical Skills;People management;Civil & Criminal Law;Communication skills;Sales;Social Media Marketing;Linux;Proeficiency in Software like STAAD PRO, ETABS;MATLAB",Master in Techonology,Electronics and Communication Engineering,Content Writer
"Cyber Security,Technology,Data analytics,Machine Learning,Cloud computing 
Threat & Vulnerability Management;Endpoint Security;Vulnerability Assessment;ISO 27001;Information Security;proofpoint;Palo Alto Networks;Symantec Endpoint Protection;SophosS;Vulnerability Management;Security Information and Event Management (SIEM);Threat Analysis;Threat Assessment;Splunk;ISO 27001 Lead Auditor;Pki;Cyber Security Risk;Cybersecurity Incident Response;Vulnerability Scanning;Security Computer Science Engineering Cyber Security Analyst Applied Cybersecurity Essentials Hybrid Intensive;
ISO 27001 Lead Auditor Information Security Management System ;Splunk Fundamentals;
Accredited Configuration Engineer (ACE);Ethical Hacking","Cyber Security,Technology,Data analytics,Machine Learning,Cloud computing","
Threat & Vulnerability Management;Endpoint Security;Vulnerability Assessment;ISO 27001;Information Security;proofpoint;Palo Alto Networks;Symantec Endpoint Protection;SophosS;Vulnerability Management;Security Information and Event Management (SIEM);Threat Analysis;Threat Assessment;Splunk;ISO 27001 Lead Auditor;Pki;Cyber Security Risk;Cybersecurity Incident Response;Vulnerability Scanning;Security",,Computer Science Engineering,Cybersecurity Analyst
"Social Justice, Take risk for Profits, Technology, Entrepreneurship, Understand Human Behaviour Critical Thinking, Business Knowledge, Civil & Criminal Law, Communication Skills, Negotiation Skills, Work under Pressure, News Gathering, Product Knowledge, Market Study, Team work, Excel Automobile Engineering FITNESS CONSULTANT EXPERT  INTERNATINALLY ACCREDITED DIPLOMA IN ADVACNED NUTRITION AND FITNESS","Social Justice, Take risk for Profits, Technology, Entrepreneurship, Understand Human Behaviour","Critical Thinking, Business Knowledge, Civil & Criminal Law, Communication Skills, Negotiation Skills, Work under Pressure, News Gathering, Product Knowledge, Market Study, Team work, Excel",,Automobile Engineering,Business Analyst
Research;Technology;Trading;Understand human behaviour;Content Writing;Data analytics;Govt. Job;Digital marketing;Home interior design;Social media marketing;Gardening;Infrastructure;Information Technology Active Listening;Critical Thinking;Gathering Information;Artistic/Creative Skills;Business Knowledge;Analytical Skills;People management;Leadership;Problem Solving skills;Risk management skills;Designing skills;Writing skills;Interpersonal skills Marketing  Digital marketing marketing,Research;Technology;Trading;Understand human behaviour;Content Writing;Data analytics;Govt. Job;Digital marketing;Home interior design;Social media marketing;Gardening;Infrastructure;Information Technology,Active Listening;Critical Thinking;Gathering Information;Artistic/Creative Skills;Business Knowledge;Analytical Skills;People management;Leadership;Problem Solving skills;Risk management skills;Designing skills;Writing skills;Interpersonal skills,marketing,Marketing,Sales & Marketing Executive
Financial Analysis;Teaching;Data analytics;Govt. Job;Data scientist;Excel Negotiation skills;Leadership;Editing;Python;Teaching;Programming Language C Electronic and Communication Engineering  Copa iti,Financial Analysis;Teaching;Data analytics;Govt. Job;Data scientist;Excel,Negotiation skills;Leadership;Editing;Python;Teaching;Programming Language C,,Electronic and Communication Engineering,Data Scientist
Sales/Marketing;Social Justice;Understand human behaviour;Content Writing;Digital marketing;Social media marketing Active Listening;Gathering Information;Artistic/Creative Skills;People management;Communication skills;Mass Communication;Problem Solving skills;Writing skills;Social Media Marketing;Content creation;Client management Journalism  Copywriter  Digital Marketing Journalism & Mass comm,Sales/Marketing;Social Justice;Understand human behaviour;Content Writing;Digital marketing;Social media marketing,Active Listening;Gathering Information;Artistic/Creative Skills;People management;Communication skills;Mass Communication;Problem Solving skills;Writing skills;Social Media Marketing;Content creation;Client management,Journalism & Mass comm,Journalism ,Sales & Marketing Executive
"Technology Business Knowledge, Communication Skills Computer Applications Student (Unemployed) No Masters in Computer Applications",Technology,"Business Knowledge, Communication Skills",Masters in Computer Applications,Computer Applications,Entrepreneur / Business Owner
Technology Programming Language skills;Communication skills;Problem Solving skills;Python;MATLAB Electronics and telecommunication Assistant system engineer trainee No,Technology,Programming Language skills;Communication skills;Problem Solving skills;Python;MATLAB,,Electronics and telecommunication,Data Scientist
"Teaching, Technology Logical Skills, Presentation Skills, Observation Skills, Subject Knowledge Hospitality Medical Practitioner No Masters in Pharmacy","Teaching, Technology","Logical Skills, Presentation Skills, Observation Skills, Subject Knowledge",Masters in Pharmacy,Hospitality,Academic / Teacher
Research Subject Knowledge Microbiology genetics Student (Unemployed) Molecular biology techniques Masters in Science,Research,Subject Knowledge,Masters in Science,Microbiology genetics,Biotech/Pharma Associate
"Financial Analysis Active Listening, AI, Critical Thinking, Analytic Thinking, Artistic skills, Java, Communication Skills, Work under Pressure, Leadership, Editing, Product Knowledge, Creativity Skills, Team work, Excel, Logical Skills, Interpersonal Skills, Presentation Skills, Mass Communication, Writing, Tableau, Reading, Designing Skills Information TechNAlogy Software engineer  No",Financial Analysis,"Active Listening, AI, Critical Thinking, Analytic Thinking, Artistic skills, Java, Communication Skills, Work under Pressure, Leadership, Editing, Product Knowledge, Creativity Skills, Team work, Excel, Logical Skills, Interpersonal Skills, Presentation Skills, Mass Communication, Writing, Tableau, Reading, Designing Skills",,Information TechNAlogy,Software Developer
"Financial Analysis, Entrepreneurship Accounting Skills Commerce Student (Unemployed) No Charatard account","Financial Analysis, Entrepreneurship",Accounting Skills,Charatard account,Commerce,Finance Analyst
"Technology Python, Critical Thinking, Programming, Editing, Creativity Skills, Market Study, Team work, Excel, C++, Linux, Problem Solving skills Mechanical Engineering Student (Unemployed) PDCAD/CAM",Technology,"Python, Critical Thinking, Programming, Editing, Creativity Skills, Market Study, Team work, Excel, C++, Linux, Problem Solving skills",,Mechanical Engineering,Mechanical Engineer
Govt. Job Accounting Skills Computer Science Engineering Accountant No Master of computer application,Govt. Job,Accounting Skills,Master of computer application,Computer Science Engineering,Finance Analyst
"Research,Understand human body,BioTechnology Real-Time Polymerase Chain Reaction (qPCR);
Environmental Biotechnology;
Molecular Biology BiotechNAlogy 
Biocurator Biological data Analyzers","Research,Understand human body,BioTechnology","Real-Time Polymerase Chain Reaction (qPCR);
Environmental Biotechnology;
Molecular Biology",,BiotechNAlogy,Data Scientist
Web development;Information Technology C++;R;Linux;Python;Artificial Intelligence;SQL;Java Information Technology  No,Web development;Information Technology,C++;R;Linux;Python;Artificial Intelligence;SQL;Java,,Information Technology,Data Scientist
Research;Technology;Data scientist Programming Language skills;Gathering Information;Analytical Skills;Python;Artificial Intelligence Computer Science Engineering nothing Java,Research;Technology;Data scientist,Programming Language skills;Gathering Information;Analytical Skills;Python;Artificial Intelligence,,Computer Science Engineering,Data Scientist
"Technology,Trading Active Listening, Programming, Work under Pressure, Teamwork,Excel,Logical Skills Interpersonal Skills, Presentation skills, Reading Mechanical Engineering SQL Developer No Masters in Business Analytics","Technology,Trading","Active Listening, Programming, Work under Pressure, Teamwork,Excel,Logical Skills Interpersonal Skills, Presentation skills, Reading",Masters in Business Analytics,Mechanical Engineering,Mechanical Engineer
Technology  Electrical and Electronics Engineering Data Analyst Data Science masters in Data Science,Technology,,masters in Data Science,Electrical and Electronics Engineering,Data Scientist
"Technology Programming Language skills;Critical Thinking;Gathering Information;People management;Communication skills;Leadership;SQL;Java Computer Science Engineering Software engineer oracle associate developer, Microsoft azure fundamentals, microsoft azure data adsociate",Technology,Programming Language skills;Critical Thinking;Gathering Information;People management;Communication skills;Leadership;SQL;Java,,Computer Science Engineering,Data Scientist
Teaching;Technology;Content Writing;Govt. Job;Industires;Sports Industry;Oil and Gas;Excel Active Listening;Gathering Information;Communication skills;Product knowledge;Writing skills;Presentation Skills;Good communication skills Automobile Engineering TESTING ENGINEER No,Teaching;Technology;Content Writing;Govt. Job;Industires;Sports Industry;Oil and Gas;Excel,Active Listening;Gathering Information;Communication skills;Product knowledge;Writing skills;Presentation Skills;Good communication skills,,Automobile Engineering,Content Writer
Data analytics;Game industry;Data scientist;Information Technology Programming Language skills;Analytical Skills;Communication skills;Leadership;Machine Learning skills;Python Pharmaceutical sciences  No,Data analytics;Game industry;Data scientist;Information Technology,Programming Language skills;Analytical Skills;Communication skills;Leadership;Machine Learning skills;Python,,Pharmaceutical sciences,Data Scientist
"Data scientist Programming Language skills;Critical Thinking;Analytical Skills;Communication skills;Machine Learning skills;Python;Artificial Intelligence;SQL Mining  Pharma Benefit Analyst  IBM Datascience, AI, Python, Tableu, MySQL",Data scientist,Programming Language skills;Critical Thinking;Analytical Skills;Communication skills;Machine Learning skills;Python;Artificial Intelligence;SQL,,Mining ,Machine Learning Engineer
Technology Programming Language skills;Business Knowledge;Analytical Skills;Communication skills;Problem Solving skills;Data Visualization skills( Power Bi/ Tableau );Machine Learning skills;Python;Artificial Intelligence;SQL;MATLAB Mechanical engineering   Certificate Course on Data Science,Technology,Programming Language skills;Business Knowledge;Analytical Skills;Communication skills;Problem Solving skills;Data Visualization skills( Power Bi/ Tableau );Machine Learning skills;Python;Artificial Intelligence;SQL;MATLAB,,Mechanical engineering ,Data Scientist
"Electronics and communication Engineering Python, SQL B.tech Student (Unemployed) No",Electronics and communication Engineering,"Python, SQL",,B.tech,Data Scientist
"Trading Wealth Management, Problem Solving skills Automobile Engineering Student (Unemployed) No",Trading,"Wealth Management, Problem Solving skills",,Automobile Engineering,Management Professional
